ts,u,i,label,idx
452386,1,1,u0_i0,928
452769,1,3,u0_i2,929
453092,1,1,u0_i0,930
453548,1,5,u0_i4,931
453872,1,1,u0_i0,932
454489,1,6,u0_i5,933
454812,1,1,u0_i0,934
455305,1,3,u0_i2,935
455631,1,1,u0_i0,936
456200,1,5,u0_i4,937
456524,1,1,u0_i0,938
457087,1,5,u0_i4,939
457409,1,1,u0_i0,940
457812,1,5,u0_i4,941
458131,1,1,u0_i0,942
458622,1,3,u0_i2,943
458946,1,1,u0_i0,944
459348,1,6,u0_i5,945
459671,1,1,u0_i0,946
460093,1,2,u0_i1,947
460417,1,1,u0_i0,948
460959,1,6,u0_i5,949
461282,1,1,u0_i0,950
461790,1,5,u0_i4,951
462113,1,1,u0_i0,952
462527,1,6,u0_i5,953
462850,1,1,u0_i0,954
463362,1,5,u0_i4,955
463688,1,1,u0_i0,956
464075,1,6,u0_i5,957
464399,1,1,u0_i0,958
464964,1,2,u0_i1,959
465288,1,1,u0_i0,960
465795,1,3,u0_i2,961
466118,1,1,u0_i0,962
466633,1,3,u0_i2,963
466953,1,1,u0_i0,964
467433,1,2,u0_i1,965
467757,1,1,u0_i0,966
468199,1,2,u0_i1,967
468521,1,1,u0_i0,968
469130,1,5,u0_i4,969
469453,1,1,u0_i0,970
470065,1,2,u0_i1,971
470393,1,1,u0_i0,972
471002,1,5,u0_i4,973
471326,1,1,u0_i0,974
471848,1,4,u0_i3,975
472172,1,1,u0_i0,976
472613,1,5,u0_i4,977
472936,1,1,u0_i0,978
473369,1,2,u0_i1,979
473693,1,1,u0_i0,980
474262,1,5,u0_i4,981
474586,1,1,u0_i0,982
475146,1,5,u0_i4,983
475467,1,1,u0_i0,984
475952,1,3,u0_i2,985
476275,1,1,u0_i0,986
476856,1,3,u0_i2,987
477180,1,1,u0_i0,988
477761,1,5,u0_i4,989
478084,1,1,u0_i0,990
478676,1,4,u0_i3,991
479001,1,1,u0_i0,992
479538,1,6,u0_i5,993
479863,1,1,u0_i0,994
480351,1,2,u0_i1,995
480678,1,1,u0_i0,996
481272,1,5,u0_i4,997
481599,1,1,u0_i0,998
482063,1,6,u0_i5,999
482387,1,1,u0_i0,1000
482819,1,5,u0_i4,1001
483143,1,1,u0_i0,1002
483672,1,3,u0_i2,1003
483997,1,1,u0_i0,1004
484411,1,2,u0_i1,1005
484734,1,1,u0_i0,1006
485216,1,2,u0_i1,1007
485536,1,1,u0_i0,1008
486094,1,3,u0_i2,1009
486418,1,1,u0_i0,1010
487007,1,5,u0_i4,1011
487331,1,1,u0_i0,1012
487851,1,2,u0_i1,1013
488175,1,1,u0_i0,1014
488790,1,3,u0_i2,1015
489114,1,1,u0_i0,1016
489723,1,3,u0_i2,1017
490042,1,1,u0_i0,1018
490514,1,2,u0_i1,1019
490838,1,1,u0_i0,1020
491377,1,2,u0_i1,1021
491696,1,1,u0_i0,1022
492086,1,5,u0_i4,1023
492410,1,1,u0_i0,1024
492874,1,5,u0_i4,1025
493194,1,1,u0_i0,1026
493667,1,5,u0_i4,1027
493989,1,1,u0_i0,1028
494372,1,6,u0_i5,1029
494695,1,1,u0_i0,1030
495272,1,5,u0_i4,1031
495596,1,1,u0_i0,1032
496177,1,3,u0_i2,1033
496501,1,1,u0_i0,1034
497031,1,4,u0_i3,1035
497355,1,1,u0_i0,1036
497866,1,3,u0_i2,1037
498190,1,1,u0_i0,1038
498630,1,4,u0_i3,1039
498954,1,1,u0_i0,1040
499390,1,6,u0_i5,1041
499715,1,1,u0_i0,1042
500340,1,2,u0_i1,1043
500663,1,1,u0_i0,1044
501174,1,2,u0_i1,1045
501493,1,1,u0_i0,1046
502071,1,6,u0_i5,1047
502394,1,1,u0_i0,1048
502789,1,6,u0_i5,1049
503108,1,1,u0_i0,1050
503490,1,5,u0_i4,1051
503814,1,1,u0_i0,1052
504388,1,4,u0_i3,1053
504711,1,1,u0_i0,1054
505308,1,6,u0_i5,1055
505632,1,1,u0_i0,1056
506166,1,2,u0_i1,1057
506490,1,1,u0_i0,1058
506922,1,2,u0_i1,1059
507242,1,1,u0_i0,1060
507629,1,2,u0_i1,1061
507948,1,1,u0_i0,1062
508480,1,6,u0_i5,1063
508806,1,1,u0_i0,1064
509271,1,4,u0_i3,1065
509594,1,1,u0_i0,1066
510218,1,6,u0_i5,1067
510542,1,1,u0_i0,1068
511089,1,6,u0_i5,1069
511408,1,1,u0_i0,1070
511977,1,3,u0_i2,1071
512301,1,1,u0_i0,1072
512845,1,3,u0_i2,1073
513167,1,1,u0_i0,1074
513619,1,5,u0_i4,1075
513943,1,1,u0_i0,1076
514450,1,4,u0_i3,1077
514774,1,1,u0_i0,1078
515302,1,5,u0_i4,1079
515628,1,1,u0_i0,1080
516150,1,4,u0_i3,1081
516474,1,1,u0_i0,1082
516998,1,4,u0_i3,1083
517321,1,1,u0_i0,1084
517719,1,5,u0_i4,1085
518046,1,1,u0_i0,1086
518674,1,3,u0_i2,1087
518998,1,1,u0_i0,1088
519618,1,3,u0_i2,1089
519937,1,1,u0_i0,1090
520535,1,4,u0_i3,1091
520862,1,1,u0_i0,1092
521341,1,3,u0_i2,1093
521665,1,1,u0_i0,1094
522075,1,3,u0_i2,1095
522394,1,1,u0_i0,1096
522953,1,5,u0_i4,1097
523276,1,1,u0_i0,1098
523826,1,2,u0_i1,1099
524150,1,1,u0_i0,1100
524739,1,6,u0_i5,1101
525062,1,1,u0_i0,1102
525633,1,2,u0_i1,1103
525955,1,1,u0_i0,1104
526428,1,5,u0_i4,1105
526755,1,1,u0_i0,1106
527313,1,3,u0_i2,1107
527636,1,1,u0_i0,1108
528081,1,5,u0_i4,1109
528405,1,1,u0_i0,1110
528902,1,5,u0_i4,1111
529224,1,1,u0_i0,1112
529661,1,2,u0_i1,1113
529984,1,1,u0_i0,1114
530569,1,5,u0_i4,1115
530893,1,1,u0_i0,1116
531506,1,2,u0_i1,1117
531829,1,1,u0_i0,1118
532252,1,2,u0_i1,1119
532574,1,1,u0_i0,1120
533073,1,2,u0_i1,1121
533393,1,1,u0_i0,1122
533995,1,2,u0_i1,1123
534318,1,1,u0_i0,1124
534709,1,4,u0_i3,1125
535035,1,1,u0_i0,1126
535607,1,3,u0_i2,1127
535932,1,1,u0_i0,1128
536354,1,3,u0_i2,1129
536673,1,1,u0_i0,1130
537103,1,4,u0_i3,1131
537430,1,1,u0_i0,1132
538035,1,5,u0_i4,1133
538358,1,1,u0_i0,1134
538760,1,3,u0_i2,1135
539083,1,1,u0_i0,1136
539475,1,4,u0_i3,1137
539801,1,1,u0_i0,1138
540286,1,6,u0_i5,1139
540612,1,1,u0_i0,1140
541193,1,4,u0_i3,1141
541517,1,1,u0_i0,1142
542119,1,2,u0_i1,1143
542442,1,1,u0_i0,1144
542918,1,6,u0_i5,1145
543241,1,1,u0_i0,1146
543847,1,5,u0_i4,1147
544173,1,1,u0_i0,1148
544706,1,3,u0_i2,1149
545031,1,1,u0_i0,1150
545643,1,2,u0_i1,1151
545967,1,1,u0_i0,1152
546525,1,5,u0_i4,1153
546849,1,1,u0_i0,1154
547435,1,3,u0_i2,1155
547758,1,1,u0_i0,1156
548323,1,6,u0_i5,1157
548647,1,1,u0_i0,1158
549105,1,4,u0_i3,1159
549431,1,1,u0_i0,1160
550050,1,4,u0_i3,1161
550371,1,1,u0_i0,1162
550831,1,5,u0_i4,1163
551159,1,1,u0_i0,1164
551627,1,5,u0_i4,1165
551950,1,1,u0_i0,1166
552430,1,4,u0_i3,1167
552754,1,1,u0_i0,1168
553303,1,6,u0_i5,1169
553627,1,1,u0_i0,1170
554087,1,6,u0_i5,1171
554408,1,1,u0_i0,1172
554969,1,6,u0_i5,1173
555289,1,1,u0_i0,1174
555675,1,3,u0_i2,1175
555999,1,1,u0_i0,1176
556541,1,3,u0_i2,1177
556865,1,1,u0_i0,1178
557298,1,5,u0_i4,1179
557621,1,1,u0_i0,1180
558155,1,4,u0_i3,1181
558479,1,1,u0_i0,1182
559021,1,2,u0_i1,1183
559353,1,1,u0_i0,1184
559817,1,4,u0_i3,1185
560141,1,1,u0_i0,1186
560577,1,5,u0_i4,1187
560905,1,1,u0_i0,1188
561498,1,3,u0_i2,1189
561822,1,1,u0_i0,1190
562383,1,2,u0_i1,1191
562707,1,1,u0_i0,1192
563294,1,2,u0_i1,1193
563616,1,1,u0_i0,1194
564141,1,3,u0_i2,1195
564466,1,1,u0_i0,1196
565043,1,4,u0_i3,1197
565367,1,1,u0_i0,1198
565866,1,6,u0_i5,1199
566190,1,1,u0_i0,1200
566655,1,4,u0_i3,1201
566982,1,1,u0_i0,1202
567598,1,2,u0_i1,1203
567921,1,1,u0_i0,1204
568542,1,2,u0_i1,1205
568861,1,1,u0_i0,1206
569403,1,4,u0_i3,1207
569727,1,1,u0_i0,1208
570274,1,3,u0_i2,1209
570597,1,1,u0_i0,1210
571127,1,6,u0_i5,1211
571450,1,1,u0_i0,1212
571834,1,2,u0_i1,1213
572157,1,1,u0_i0,1214
572778,1,5,u0_i4,1215
573101,1,1,u0_i0,1216
573535,1,4,u0_i3,1217
573858,1,1,u0_i0,1218
574267,1,3,u0_i2,1219
574591,1,1,u0_i0,1220
575033,1,3,u0_i2,1221
575355,1,1,u0_i0,1222
575769,1,3,u0_i2,1223
576089,1,1,u0_i0,1224
576494,1,6,u0_i5,1225
576818,1,1,u0_i0,1226
577220,1,6,u0_i5,1227
577539,1,1,u0_i0,1228
578017,1,2,u0_i1,1229
578343,1,1,u0_i0,1230
578807,1,5,u0_i4,1231
579130,1,1,u0_i0,1232
579708,1,4,u0_i3,1233
580032,1,1,u0_i0,1234
580582,1,6,u0_i5,1235
580905,1,1,u0_i0,1236
581295,1,3,u0_i2,1237
581619,1,1,u0_i0,1238
582009,1,2,u0_i1,1239
582333,1,1,u0_i0,1240
582890,1,5,u0_i4,1241
583214,1,1,u0_i0,1242
583812,1,4,u0_i3,1243
584138,1,1,u0_i0,1244
584535,1,6,u0_i5,1245
584860,1,1,u0_i0,1246
585437,1,3,u0_i2,1247
585761,1,1,u0_i0,1248
586272,1,6,u0_i5,1249
586596,1,1,u0_i0,1250
587153,1,6,u0_i5,1251
587485,1,1,u0_i0,1252
587968,1,4,u0_i3,1253
588293,1,1,u0_i0,1254
588811,1,3,u0_i2,1255
589135,1,1,u0_i0,1256
589700,1,4,u0_i3,1257
590024,1,1,u0_i0,1258
590563,1,3,u0_i2,1259
590886,1,1,u0_i0,1260
591300,1,4,u0_i3,1261
591623,1,1,u0_i0,1262
592091,1,5,u0_i4,1263
592415,1,1,u0_i0,1264
592988,1,5,u0_i4,1265
593308,1,1,u0_i0,1266
593718,1,2,u0_i1,1267
594041,1,1,u0_i0,1268
594562,1,3,u0_i2,1269
594888,1,1,u0_i0,1270
595501,1,6,u0_i5,1271
595824,1,1,u0_i0,1272
596272,1,6,u0_i5,1273
596592,1,1,u0_i0,1274
597192,1,4,u0_i3,1275
597516,1,1,u0_i0,1276
598113,1,6,u0_i5,1277
598437,1,1,u0_i0,1278
628444,1,1,u0_i0,1279
630620,1,5,u0_i4,1280
630945,5,1,u4_i0,1281
631452,1,3,u0_i2,1282
631776,3,1,u2_i0,1283
632388,1,6,u0_i5,1284
632712,6,1,u5_i0,1285
633300,1,3,u0_i2,1286
633624,3,1,u2_i0,1287
634151,1,6,u0_i5,1288
634475,6,1,u5_i0,1289
635083,1,5,u0_i4,1290
635407,5,1,u4_i0,1291
635836,1,5,u0_i4,1292
636155,5,1,u4_i0,1293
636549,1,4,u0_i3,1294
636873,4,1,u3_i0,1295
637415,1,6,u0_i5,1296
637739,6,1,u5_i0,1297
638320,1,4,u0_i3,1298
638644,4,1,u3_i0,1299
639209,1,4,u0_i3,1300
639529,4,1,u3_i0,1301
640150,1,6,u0_i5,1302
640473,6,1,u5_i0,1303
641067,1,3,u0_i2,1304
641389,3,1,u2_i0,1305
641882,1,3,u0_i2,1306
642205,3,1,u2_i0,1307
642778,1,6,u0_i5,1308
643102,6,1,u5_i0,1309
643707,1,4,u0_i3,1310
644034,4,1,u3_i0,1311
644560,1,2,u0_i1,1312
644884,2,1,u1_i0,1313
645485,1,4,u0_i3,1314
645808,4,1,u3_i0,1315
646238,1,6,u0_i5,1316
646561,6,1,u5_i0,1317
647130,1,6,u0_i5,1318
647450,6,1,u5_i0,1319
647899,1,5,u0_i4,1320
648223,5,1,u4_i0,1321
648765,1,2,u0_i1,1322
649089,2,1,u1_i0,1323
649568,1,3,u0_i2,1324
649892,3,1,u2_i0,1325
650449,1,3,u0_i2,1326
650769,3,1,u2_i0,1327
651371,1,6,u0_i5,1328
651694,6,1,u5_i0,1329
652170,1,4,u0_i3,1330
652494,4,1,u3_i0,1331
653043,1,6,u0_i5,1332
653367,6,1,u5_i0,1333
653897,1,4,u0_i3,1334
654221,4,1,u3_i0,1335
654681,1,4,u0_i3,1336
655001,4,1,u3_i0,1337
655555,1,6,u0_i5,1338
655879,6,1,u5_i0,1339
656437,1,2,u0_i1,1340
656760,2,1,u1_i0,1341
657306,1,4,u0_i3,1342
657630,4,1,u3_i0,1343
658117,1,2,u0_i1,1344
658441,2,1,u1_i0,1345
659023,1,3,u0_i2,1346
659346,3,1,u2_i0,1347
659783,1,3,u0_i2,1348
660103,3,1,u2_i0,1349
660575,1,4,u0_i3,1350
660898,4,1,u3_i0,1351
661417,1,3,u0_i2,1352
661741,3,1,u2_i0,1353
662218,1,4,u0_i3,1354
662540,4,1,u3_i0,1355
663082,1,6,u0_i5,1356
663406,6,1,u5_i0,1357
663964,1,4,u0_i3,1358
664288,4,1,u3_i0,1359
664874,1,2,u0_i1,1360
665196,2,1,u1_i0,1361
665591,1,2,u0_i1,1362
665914,2,1,u1_i0,1363
666332,1,3,u0_i2,1364
666655,3,1,u2_i0,1365
667108,1,2,u0_i1,1366
667431,2,1,u1_i0,1367
667945,1,2,u0_i1,1368
668266,2,1,u1_i0,1369
668679,1,5,u0_i4,1370
669003,5,1,u4_i0,1371
669596,1,6,u0_i5,1372
669919,6,1,u5_i0,1373
670440,1,6,u0_i5,1374
670762,6,1,u5_i0,1375
671278,1,4,u0_i3,1376
671604,4,1,u3_i0,1377
672065,1,4,u0_i3,1378
672384,4,1,u3_i0,1379
672885,1,2,u0_i1,1380
673211,2,1,u1_i0,1381
673812,1,2,u0_i1,1382
674132,2,1,u1_i0,1383
674619,1,6,u0_i5,1384
674943,6,1,u5_i0,1385
675419,1,5,u0_i4,1386
675743,5,1,u4_i0,1387
676324,1,6,u0_i5,1388
676647,6,1,u5_i0,1389
677258,1,2,u0_i1,1390
677583,2,1,u1_i0,1391
678025,1,6,u0_i5,1392
678348,6,1,u5_i0,1393
678874,1,4,u0_i3,1394
679198,4,1,u3_i0,1395
679728,1,6,u0_i5,1396
680052,6,1,u5_i0,1397
680564,1,3,u0_i2,1398
680887,3,1,u2_i0,1399
681379,1,4,u0_i3,1400
681702,4,1,u3_i0,1401
682322,1,5,u0_i4,1402
682646,5,1,u4_i0,1403
683198,1,5,u0_i4,1404
683520,5,1,u4_i0,1405
683984,1,4,u0_i3,1406
684308,4,1,u3_i0,1407
684823,1,2,u0_i1,1408
685146,2,1,u1_i0,1409
685665,1,5,u0_i4,1410
685988,5,1,u4_i0,1411
686472,1,6,u0_i5,1412
686796,6,1,u5_i0,1413
687359,1,3,u0_i2,1414
687685,3,1,u2_i0,1415
688177,1,3,u0_i2,1416
688496,3,1,u2_i0,1417
689065,1,5,u0_i4,1418
689390,5,1,u4_i0,1419
689873,1,5,u0_i4,1420
690193,5,1,u4_i0,1421
690805,1,5,u0_i4,1422
691125,5,1,u4_i0,1423
691679,1,2,u0_i1,1424
692002,2,1,u1_i0,1425
692478,1,4,u0_i3,1426
692802,4,1,u3_i0,1427
693294,1,2,u0_i1,1428
693617,2,1,u1_i0,1429
694051,1,6,u0_i5,1430
694374,6,1,u5_i0,1431
694756,1,6,u0_i5,1432
695076,6,1,u5_i0,1433
695473,1,5,u0_i4,1434
695797,5,1,u4_i0,1435
696300,1,3,u0_i2,1436
696624,3,1,u2_i0,1437
697143,1,2,u0_i1,1438
697467,2,1,u1_i0,1439
698013,1,4,u0_i3,1440
698336,4,1,u3_i0,1441
698726,1,2,u0_i1,1442
699050,2,1,u1_i0,1443
699465,1,2,u0_i1,1444
699787,2,1,u1_i0,1445
700275,1,6,u0_i5,1446
700599,6,1,u5_i0,1447
701129,1,4,u0_i3,1448
701453,4,1,u3_i0,1449
702047,1,2,u0_i1,1450
702373,2,1,u1_i0,1451
702978,1,2,u0_i1,1452
703298,2,1,u1_i0,1453
703805,1,2,u0_i1,1454
704124,2,1,u1_i0,1455
704643,1,2,u0_i1,1456
704963,2,1,u1_i0,1457
705532,1,6,u0_i5,1458
705856,6,1,u5_i0,1459
706461,1,6,u0_i5,1460
706784,6,1,u5_i0,1461
707287,1,3,u0_i2,1462
707611,3,1,u2_i0,1463
708013,1,4,u0_i3,1464
708337,4,1,u3_i0,1465
708859,1,5,u0_i4,1466
709183,5,1,u4_i0,1467
709581,1,5,u0_i4,1468
709901,5,1,u4_i0,1469
710408,1,2,u0_i1,1470
710731,2,1,u1_i0,1471
711343,1,4,u0_i3,1472
711667,4,1,u3_i0,1473
712155,1,6,u0_i5,1474
712479,6,1,u5_i0,1475
713021,1,4,u0_i3,1476
713344,4,1,u3_i0,1477
713930,1,4,u0_i3,1478
714253,4,1,u3_i0,1479
714768,1,5,u0_i4,1480
715092,5,1,u4_i0,1481
715561,1,3,u0_i2,1482
715888,3,1,u2_i0,1483
716410,1,6,u0_i5,1484
716734,6,1,u5_i0,1485
717213,1,2,u0_i1,1486
717537,2,1,u1_i0,1487
718026,1,3,u0_i2,1488
718352,3,1,u2_i0,1489
718828,1,6,u0_i5,1490
719152,6,1,u5_i0,1491
719632,1,3,u0_i2,1492
719955,3,1,u2_i0,1493
720423,1,2,u0_i1,1494
720747,2,1,u1_i0,1495
721188,1,2,u0_i1,1496
721507,2,1,u1_i0,1497
721992,1,3,u0_i2,1498
722319,3,1,u2_i0,1499
722771,1,4,u0_i3,1500
723095,4,1,u3_i0,1501
723503,1,4,u0_i3,1502
723824,4,1,u3_i0,1503
724378,1,3,u0_i2,1504
724702,3,1,u2_i0,1505
725276,1,2,u0_i1,1506
725599,2,1,u1_i0,1507
726074,1,2,u0_i1,1508
726394,2,1,u1_i0,1509
726828,1,2,u0_i1,1510
727147,2,1,u1_i0,1511
727573,1,2,u0_i1,1512
727892,2,1,u1_i0,1513
728336,1,2,u0_i1,1514
728657,2,1,u1_i0,1515
729071,1,4,u0_i3,1516
729398,4,1,u3_i0,1517
729998,1,6,u0_i5,1518
730322,6,1,u5_i0,1519
730755,1,4,u0_i3,1520
731078,4,1,u3_i0,1521
731550,1,4,u0_i3,1522
731870,4,1,u3_i0,1523
732315,1,2,u0_i1,1524
732639,2,1,u1_i0,1525
733126,1,2,u0_i1,1526
733446,2,1,u1_i0,1527
733829,1,6,u0_i5,1528
734152,6,1,u5_i0,1529
734638,1,6,u0_i5,1530
734959,6,1,u5_i0,1531
735529,1,2,u0_i1,1532
735853,2,1,u1_i0,1533
736401,1,5,u0_i4,1534
736726,5,1,u4_i0,1535
737264,1,4,u0_i3,1536
737588,4,1,u3_i0,1537
738021,1,5,u0_i4,1538
738345,5,1,u4_i0,1539
738777,1,3,u0_i2,1540
739101,3,1,u2_i0,1541
739702,1,6,u0_i5,1542
740026,6,1,u5_i0,1543
740501,1,3,u0_i2,1544
740825,3,1,u2_i0,1545
741355,1,6,u0_i5,1546
741679,6,1,u5_i0,1547
742284,1,4,u0_i3,1548
742608,4,1,u3_i0,1549
743069,1,6,u0_i5,1550
743395,6,1,u5_i0,1551
743884,1,6,u0_i5,1552
744206,6,1,u5_i0,1553
744593,1,4,u0_i3,1554
744916,4,1,u3_i0,1555
745476,1,2,u0_i1,1556
745802,2,1,u1_i0,1557
746264,1,2,u0_i1,1558
746586,2,1,u1_i0,1559
747043,1,4,u0_i3,1560
747366,4,1,u3_i0,1561
747880,1,2,u0_i1,1562
748204,2,1,u1_i0,1563
748720,1,3,u0_i2,1564
749047,3,1,u2_i0,1565
749485,1,3,u0_i2,1566
749807,3,1,u2_i0,1567
750227,1,6,u0_i5,1568
750552,6,1,u5_i0,1569
751165,1,6,u0_i5,1570
751485,6,1,u5_i0,1571
752042,1,2,u0_i1,1572
752366,2,1,u1_i0,1573
752834,1,2,u0_i1,1574
753154,2,1,u1_i0,1575
753532,1,3,u0_i2,1576
753856,3,1,u2_i0,1577
754410,1,5,u0_i4,1578
754734,5,1,u4_i0,1579
755249,1,4,u0_i3,1580
755572,4,1,u3_i0,1581
756022,1,4,u0_i3,1582
756344,4,1,u3_i0,1583
756910,1,5,u0_i4,1584
757233,5,1,u4_i0,1585
757756,1,5,u0_i4,1586
758076,5,1,u4_i0,1587
758614,1,2,u0_i1,1588
758938,2,1,u1_i0,1589
759441,1,3,u0_i2,1590
759765,3,1,u2_i0,1591
760166,1,2,u0_i1,1592
760490,2,1,u1_i0,1593
760918,1,5,u0_i4,1594
761243,5,1,u4_i0,1595
761727,1,5,u0_i4,1596
762046,5,1,u4_i0,1597
762487,1,2,u0_i1,1598
762811,2,1,u1_i0,1599
763321,1,3,u0_i2,1600
763645,3,1,u2_i0,1601
764258,1,6,u0_i5,1602
764581,6,1,u5_i0,1603
765057,1,2,u0_i1,1604
765381,2,1,u1_i0,1605
765927,1,6,u0_i5,1606
766251,6,1,u5_i0,1607
766870,1,2,u0_i1,1608
767194,2,1,u1_i0,1609
767687,1,4,u0_i3,1610
768013,4,1,u3_i0,1611
768562,1,5,u0_i4,1612
768886,5,1,u4_i0,1613
769425,1,5,u0_i4,1614
769746,5,1,u4_i0,1615
770217,1,4,u0_i3,1616
770540,4,1,u3_i0,1617
770946,1,2,u0_i1,1618
771270,2,1,u1_i0,1619
771893,1,3,u0_i2,1620
772218,3,1,u2_i0,1621
772745,1,6,u0_i5,1622
773068,6,1,u5_i0,1623
773493,1,2,u0_i1,1624
773817,2,1,u1_i0,1625
774282,1,6,u0_i5,1626
774609,6,1,u5_i0,1627
775084,1,3,u0_i2,1628
775408,3,1,u2_i0,1629
775822,1,3,u0_i2,1630
776141,3,1,u2_i0,1631
776613,1,2,u0_i1,1632
776941,2,1,u1_i0,1633
777428,1,2,u0_i1,1634
777749,2,1,u1_i0,1635
778278,1,2,u0_i1,1636
778598,2,1,u1_i0,1637
779118,1,5,u0_i4,1638
779441,5,1,u4_i0,1639
779878,1,4,u0_i3,1640
780202,4,1,u3_i0,1641
780721,1,2,u0_i1,1642
781044,2,1,u1_i0,1643
781543,1,5,u0_i4,1644
781867,5,1,u4_i0,1645
782301,1,6,u0_i5,1646
782624,6,1,u5_i0,1647
783244,1,6,u0_i5,1648
783564,6,1,u5_i0,1649
784067,1,3,u0_i2,1650
784390,3,1,u2_i0,1651
784957,1,3,u0_i2,1652
785280,3,1,u2_i0,1653
785897,1,5,u0_i4,1654
786220,5,1,u4_i0,1655
787467,1,3,u0_i2,1656
787790,3,1,u2_i0,1657
788384,1,6,u0_i5,1658
788708,6,1,u5_i0,1659
789258,1,5,u0_i4,1660
789582,5,1,u4_i0,1661
790015,1,4,u0_i3,1662
790338,4,1,u3_i0,1663
790919,1,4,u0_i3,1664
791239,4,1,u3_i0,1665
791864,1,2,u0_i1,1666
792187,2,1,u1_i0,1667
792645,1,4,u0_i3,1668
792971,4,1,u3_i0,1669
793366,1,5,u0_i4,1670
793692,5,1,u4_i0,1671
794208,1,4,u0_i3,1672
794531,4,1,u3_i0,1673
795116,1,6,u0_i5,1674
795440,6,1,u5_i0,1675
796013,1,3,u0_i2,1676
796337,3,1,u2_i0,1677
796828,1,5,u0_i4,1678
797152,5,1,u4_i0,1679
797559,1,2,u0_i1,1680
797882,2,1,u1_i0,1681
798325,1,4,u0_i3,1682
798650,4,1,u3_i0,1683
799269,1,5,u0_i4,1684
799593,5,1,u4_i0,1685
800049,1,3,u0_i2,1686
800373,3,1,u2_i0,1687
800963,1,6,u0_i5,1688
801286,6,1,u5_i0,1689
801824,1,3,u0_i2,1690
802148,3,1,u2_i0,1691
802546,1,6,u0_i5,1692
802869,6,1,u5_i0,1693
803393,1,6,u0_i5,1694
803712,6,1,u5_i0,1695
804106,1,4,u0_i3,1696
804430,4,1,u3_i0,1697
804878,1,6,u0_i5,1698
805206,6,1,u5_i0,1699
805631,1,4,u0_i3,1700
805954,4,1,u3_i0,1701
806430,1,6,u0_i5,1702
806754,6,1,u5_i0,1703
807301,1,3,u0_i2,1704
807624,3,1,u2_i0,1705
808080,1,2,u0_i1,1706
808404,2,1,u1_i0,1707
808950,1,4,u0_i3,1708
809274,4,1,u3_i0,1709
809697,1,2,u0_i1,1710
810022,2,1,u1_i0,1711
810519,1,6,u0_i5,1712
810842,6,1,u5_i0,1713
811358,1,2,u0_i1,1714
811684,2,1,u1_i0,1715
812074,1,6,u0_i5,1716
812398,6,1,u5_i0,1717
812889,1,3,u0_i2,1718
813213,3,1,u2_i0,1719
813788,1,3,u0_i2,1720
814110,3,1,u2_i0,1721
814621,1,5,u0_i4,1722
814944,5,1,u4_i0,1723
815541,1,3,u0_i2,1724
815865,3,1,u2_i0,1725
816404,1,6,u0_i5,1726
816727,6,1,u5_i0,1727
817121,1,4,u0_i3,1728
817444,4,1,u3_i0,1729
817924,1,3,u0_i2,1730
818248,3,1,u2_i0,1731
818692,1,5,u0_i4,1732
819016,5,1,u4_i0,1733
819641,1,2,u0_i1,1734
819964,2,1,u1_i0,1735
820537,1,2,u0_i1,1736
820857,2,1,u1_i0,1737
821481,1,6,u0_i5,1738
821805,6,1,u5_i0,1739
822289,1,5,u0_i4,1740
822612,5,1,u4_i0,1741
823115,1,6,u0_i5,1742
823443,6,1,u5_i0,1743
823911,1,2,u0_i1,1744
824235,2,1,u1_i0,1745
824762,1,6,u0_i5,1746
825085,6,1,u5_i0,1747
825511,1,4,u0_i3,1748
825834,4,1,u3_i0,1749
826400,1,2,u0_i1,1750
826727,2,1,u1_i0,1751
827342,1,5,u0_i4,1752
827667,5,1,u4_i0,1753
828182,1,2,u0_i1,1754
828506,2,1,u1_i0,1755
829010,1,4,u0_i3,1756
829336,4,1,u3_i0,1757
829960,1,6,u0_i5,1758
830284,6,1,u5_i0,1759
830900,1,5,u0_i4,1760
831224,5,1,u4_i0,1761
831704,1,6,u0_i5,1762
832027,6,1,u5_i0,1763
832523,1,3,u0_i2,1764
832847,3,1,u2_i0,1765
833322,1,5,u0_i4,1766
833646,5,1,u4_i0,1767
834162,1,5,u0_i4,1768
834484,5,1,u4_i0,1769
835109,1,6,u0_i5,1770
835433,6,1,u5_i0,1771
835943,1,6,u0_i5,1772
836263,6,1,u5_i0,1773
836669,1,2,u0_i1,1774
836992,2,1,u1_i0,1775
837446,1,4,u0_i3,1776
837772,4,1,u3_i0,1777
838283,1,6,u0_i5,1778
838607,6,1,u5_i0,1779
839120,1,4,u0_i3,1780
839446,4,1,u3_i0,1781
839957,1,5,u0_i4,1782
840280,5,1,u4_i0,1783
840662,1,6,u0_i5,1784
840986,6,1,u5_i0,1785
841399,1,4,u0_i3,1786
841723,4,1,u3_i0,1787
842164,1,3,u0_i2,1788
842488,3,1,u2_i0,1789
843030,1,2,u0_i1,1790
843353,2,1,u1_i0,1791
843799,1,2,u0_i1,1792
844122,2,1,u1_i0,1793
844547,1,3,u0_i2,1794
844871,3,1,u2_i0,1795
845469,1,4,u0_i3,1796
845795,4,1,u3_i0,1797
846276,1,2,u0_i1,1798
846599,2,1,u1_i0,1799
847218,1,4,u0_i3,1800
847542,4,1,u3_i0,1801
848131,1,5,u0_i4,1802
848455,5,1,u4_i0,1803
848927,1,6,u0_i5,1804
849251,6,1,u5_i0,1805
