1627397.972826,-106677.140625,-48242.910156,-30896.705078,-10336.541992,-187500.015625,-187500.015625,-187500.015625,-187500.015625
1627397.976826,-106696.789062,-46482.488281,-30916.417969,-10355.808594,-187500.015625,-187500.015625,-187500.015625,-187500.015625
1627397.980826,-106656.242188,-45612.511719,-30883.271484,-10264.033203,-187500.015625,-187500.015625,-187500.015625,-187500.015625
1627397.984826,-106619.968750,-47799.785156,-30872.318359,-10200.106445,-187500.015625,-187500.015625,-187500.015625,-187500.015625
1627397.988826,-106658.632812,-48507.175781,-30877.617188,-10286.272461,-187500.015625,-187500.015625,-187500.015625,-187500.015625
1627397.985511,-106693.234375,-46811.390625,-30911.724609,-10339.403320,-187500.015625,-187500.015625,-187500.015625,-187500.015625
1627397.989511,-106680.046875,-45385.394531,-30846.525391,-10255.292969,-187500.015625,-187500.015625,-187500.015625,-187500.015625
1627397.993511,-106617.062500,-46724.824219,-30820.462891,-10168.054688,-187500.015625,-187500.015625,-187500.015625,-187500.015625
1627397.997511,-106622.648438,-48291.816406,-30834.164062,-10218.792969,-187500.015625,-187500.015625,-187500.015625,-187500.015625
1627398.001511,-106688.968750,-47187.171875,-30853.007812,-10302.209961,-187500.015625,-187500.015625,-187500.015625,-187500.015625
1627397.999217,-106689.164062,-45478.156250,-30890.982422,-10301.069336,-187500.015625,-187500.015625,-187500.015625,-187500.015625
1627398.003217,-106583.421875,-46379.175781,-30884.187500,-10228.739258,-187500.015625,-187500.015625,-187500.015625,-187500.015625
1627398.007217,-106620.210938,-48233.296875,-30907.052734,-10294.095703,-187500.015625,-187500.015625,-187500.015625,-187500.015625
1627398.018146,-106677.101562,-47579.687500,-30962.396484,-10413.141602,-187500.015625,-187500.015625,-187500.015625,-187500.015625
1627398.051107,-106681.789062,-45681.019531,-30993.509766,-10419.936523,-187500.015625,-187500.015625,-187500.015625,-187500.015625
1627398.055107,-106649.585938,-46082.167969,-31014.765625,-10367.677734,-187500.015625,-187500.015625,-187500.015625,-187500.015625
1627398.059107,-106645.914062,-48086.738281,-31046.259766,-10408.894531,-187500.015625,-187500.015625,-187500.015625,-187500.015625
1627398.063107,-106663.843750,-47927.058594,-31097.021484,-10528.119141,-187500.015625,-187500.015625,-187500.015625,-187500.015625
1627398.067107,-106698.445312,-45978.878906,-31148.183594,-10570.184570,-187500.015625,-187500.015625,-187500.015625,-187500.015625
1627398.045620,-106638.226562,-45840.769531,-31122.435547,-10489.919922,-187500.015625,-187500.015625,-187500.015625,-187500.015625
1627398.049620,-106608.523438,-47849.652344,-31116.601562,-10474.295898,-187500.015625,-187500.015625,-187500.015625,-187500.015625
1627398.053620,-106654.117188,-48194.472656,-31158.130859,-10587.395508,-187500.015625,-187500.015625,-187500.015625,-187500.015625
1627398.057620,-106675.937500,-46298.890625,-31187.658203,-10628.298828,-187500.015625,-187500.015625,-187500.015625,-187500.015625
1627398.061620,-106633.085938,-45712.066406,-31180.326172,-10556.549805,-187500.015625,-187500.015625,-187500.015625,-187500.015625
1627398.065620,-106608.414062,-47728.531250,-31159.271484,-10512.472656,-187500.015625,-187500.015625,-187500.015625,-187500.015625
1627398.069620,-106649.851562,-48395.503906,-31205.203125,-10614.866211,-187500.015625,-187500.015625,-187500.015625,-187500.015625
1627398.073620,-106664.421875,-46642.300781,-31222.638672,-10669.560547,-187500.015625,-187500.015625,-187500.015625,-187500.015625
1627398.077620,-106655.148438,-45539.734375,-31216.648438,-10601.968750,-187500.015625,-187500.015625,-187500.015625,-187500.015625
1627398.081620,-106602.554688,-47164.906250,-31170.044922,-10540.970703,-187500.015625,-187500.015625,-187500.015625,-187500.015625
1627398.085620,-106642.835938,-48439.292969,-31214.970703,-10611.871094,-187500.015625,-187500.015625,-187500.015625,-187500.015625
1627398.089620,-106679.109375,-47023.957031,-31219.017578,-10669.784180,-187500.015625,-187500.015625,-187500.015625,-187500.015625
1627398.093620,-106640.773438,-45673.597656,-31205.830078,-10596.783203,-187500.015625,-187500.015625,-187500.015625,-187500.015625
