166189,0,1
169014,0,0
171430,0,4
172726,0,0
174335,0,2
175628,0,0
177686,0,5
178982,0,0
181447,0,1
182741,0,0
185221,0,5
186517,0,0
188514,0,5
189793,0,0
191446,0,3
192742,0,0
195160,0,4
196455,0,0
198925,0,4
200215,0,0
201757,0,5
203053,0,0
205488,0,4
206781,0,0
209047,0,4
210323,0,0
212225,0,4
213506,0,0
215190,0,4
216470,0,0
218014,0,2
219309,0,0
220868,0,1
222164,0,0
224498,0,4
225800,0,0
227624,0,5
228920,0,0
230463,0,3
231759,0,0
233651,0,4
234941,0,0
237251,0,1
238545,0,0
240541,0,3
241837,0,0
243990,0,4
245285,0,0
247549,0,2
248842,0,0
251031,0,4
252337,0,0
254009,0,1
255302,0,0
257312,0,5
258608,0,0
260452,0,3
261759,0,0
263493,0,4
264786,0,0
266549,0,3
267844,0,0
270047,0,5
271353,0,0
273822,0,3
275114,0,0
276771,0,1
278062,0,0
279829,0,5
281135,0,0
282904,0,5
284194,0,0
285943,0,5
287235,0,0
289096,0,1
290402,0,0
292165,0,4
293462,0,0
295447,0,2
296752,0,0
299091,0,3
300387,0,0
302449,0,5
303740,0,0
305538,0,4
306846,0,0
309110,0,2
310418,0,0
312496,0,1
313787,0,0
315350,0,3
316644,0,0
318936,0,5
320231,0,0
321870,0,3
323163,0,0
325146,0,1
326440,0,0
328281,0,1
329560,0,0
331874,0,2
333180,0,0
335227,0,1
336518,0,0
338629,0,2
339919,0,0
342086,0,4
343383,0,0
345644,0,3
346941,0,0
348530,0,2
349827,0,0
352242,0,1
353539,0,0
355878,0,3
357174,0,0
359685,0,1
360981,0,0
362931,0,1
364209,0,0
366685,0,1
367970,0,0
370248,0,5
371542,0,0
373923,0,1
375224,0,0
377129,0,2
378423,0,0
380735,0,3
382041,0,0
384459,0,1
385753,0,0
387532,0,1
388812,0,0
390449,0,5
391745,0,0
393836,0,3
395131,0,0
396786,0,5
398079,0,0
400217,0,2
401513,0,0
403539,0,3
404835,0,0
406409,0,2
407705,0,0
409345,0,1
410637,0,0
412385,0,3
413680,0,0
415242,0,5
416535,0,0
418988,0,3
420294,0,0
422292,0,2
423586,0,0
425991,0,2
427268,0,0
428891,0,4
430185,0,0
432088,0,2
433385,0,0
435301,0,1
436597,0,0
438238,0,5
439531,0,0
441996,0,3
443290,0,0
444850,0,2
446146,0,0
448005,0,5
449297,0,0
450825,0,1
452120,0,0
453795,0,4
455100,0,0
457352,0,4
458641,0,0
460607,0,3
461902,0,0
463711,0,4
465005,0,0
466711,0,4
467991,0,0
469670,0,2
470965,0,0
473102,0,4
474399,0,0
475993,0,5
477285,0,0
479560,0,3
480856,0,0
482808,0,3
484086,0,0
485896,0,3
487174,0,0
489198,0,5
490499,0,0
492806,0,4
494103,0,0
495992,0,5
497285,0,0
499329,0,2
500623,0,0
503072,0,5
504367,0,0
506425,0,4
507719,0,0
509812,0,2
511108,0,0
512917,0,3
514210,0,0
515943,0,5
517238,0,0
