Target,Neibour,neibour_inverse,Neibour-start,start_inverse,Neibour-end,end_inverse,Score
7,-2,1,-1,1,-1,1,26
1,2,1,0,0,-1,1,26
8,1,0,-2,0,-2,0,26
6,-2,0,0,0,-1,1,26
6,-4,1,4,0,4,0,26
2,2,0,0,0,-3,1,26
10,2,1,0,0,1,0,26
2,3,0,-3,1,-3,1,25
3,1,1,-2,1,-2,1,25
5,-4,1,0,1,0,1,25
6,-2,0,0,0,-1,0,25
10,4,0,-1,1,-4,0,25
7,1,1,-3,0,-3,0,25
1,2,0,0,1,0,1,25
8,-1,0,3,0,3,0,25
1,2,1,2,0,2,1,25
1,1,1,0,1,0,1,25
1,3,0,-3,0,-2,1,25
6,-2,1,-2,0,-2,0,25
8,1,0,1,1,1,1,25
8,2,1,0,0,-4,1,25
10,3,1,1,1,1,1,25
9,-1,0,0,0,0,0,25
4,-2,1,0,0,0,0,25
10,2,1,2,1,2,1,25
4,-3,0,3,1,3,1,25
8,-2,1,0,1,0,1,24
6,-2,0,-1,1,2,1,24
1,3,0,1,1,1,1,24
5,-2,1,0,0,-2,1,24
1,2,1,0,0,-2,1,24
1,4,0,-3,1,-3,1,24
4,1,0,0,0,-3,1,24
3,2,0,-3,1,-3,1,24
3,-2,0,4,0,4,0,24
8,1,0,0,0,-2,0,24
4,1,1,0,1,-4,0,24
10,4,0,-1,0,-2,0,24
8,-1,1,3,1,3,1,24
3,1,0,0,0,1,1,24
6,-4,0,0,1,0,1,24
4,-1,1,1,0,1,0,24
3,2,1,-2,1,-2,1,24
4,1,0,-1,0,-1,0,24
5,-2,0,1,1,1,1,24
4,-2,0,0,0,0,1,24
5,-4,1,0,0,0,1,24
10,4,0,0,1,-4,0,23
4,1,1,-1,1,-4,0,23
5,-4,0,3,0,3,0,23
1,1,0,3,1,3,1,23
2,0,0,2,0,3,1,23
6,-1,0,0,0,1,0,23
3,-1,0,3,0,3,0,23
4,-3,0,1,0,1,0,23
2,-1,0,4,0,4,0,23
3,0,1,0,0,-2,1,23
6,-2,1,-2,1,-2,0,23
5,0,1,-4,0,-4,0,23
10,4,1,-3,0,-3,0,22
6,-2,0,0,0,0,1,22
4,1,0,0,0,-3,0,22
6,-2,0,2,0,2,1,22
4,0,0,-3,0,-2,0,22
10,4,0,0,0,0,1,22
6,-3,1,1,0,1,0,22
2,2,0,1,1,1,1,22
2,2,1,0,0,-2,0,22
1,0,1,0,0,0,1,22
2,0,0,3,0,-1,1,22
8,1,0,0,0,1,0,22
6,-2,1,0,1,0,1,22
6,0,0,0,0,-1,0,22
8,-2,1,1,0,1,0,22
1,3,0,0,0,-3,1,22
5,0,0,-1,1,-2,0,22
7,0,1,-3,0,-2,1,22
9,3,0,0,0,0,0,21
10,3,0,-1,1,-1,1,21
7,-2,1,1,0,1,1,21
5,-4,0,2,0,2,0,21
5,-1,1,-1,1,-1,1,21
5,0,1,-4,1,-1,0,21
7,-1,0,0,0,-1,0,21
8,-2,1,0,0,2,0,21
2,2,0,0,0,1,0,21
4,-1,1,-2,1,-2,1,21
2,0,0,1,1,0,1,21
1,3,0,-1,0,-1,0,21
5,-4,1,1,1,1,1,21
3,-1,0,1,1,3,1,21
8,-1,1,1,0,1,1,21
5,-2,1,2,1,-1,0,21
5,-2,0,2,1,2,1,21
1,0,1,0,0,4,0,21
2,1,1,0,0,-2,1,21
8,-1,1,0,0,1,0,20
3,0,0,0,0,2,0,20
1,3,0,0,0,1,1,20
10,1,1,1,0,1,1,20
8,2,0,-4,1,-1,0,20
2,-1,0,3,0,3,0,20
10,2,0,1,0,1,0,20
6,-1,0,0,0,-2,0,20
2,-1,1,2,1,2,1,20
1,0,1,1,1,1,1,20
8,2,1,-3,0,-3,0,20
7,-3,0,2,0,2,1,20
3,1,0,1,0,-1,0,20
10,3,1,1,0,-1,0,20
3,-1,0,0,0,1,0,20
7,-2,1,0,0,1,0,20
10,2,0,-2,1,-2,1,20
3,2,1,-2,0,-2,0,20
9,0,1,0,0,0,0,20
10,3,0,-1,0,-2,1,20
2,2,0,0,0,1,1,20
8,-1,1,3,0,3,0,20
7,-3,0,0,0,1,0,20
7,0,1,0,0,-3,1,19
5,-2,0,-2,0,-2,0,19
1,1,0,0,0,3,0,19
3,-2,1,4,0,4,0,19
7,1,1,-4,1,-4,1,19
3,-2,1,0,1,0,1,19
9,-1,1,0,0,0,0,19
3,-1,1,0,0,0,0,19
3,2,0,-3,0,-3,0,19
6,0,0,0,0,-2,1,19
3,-2,1,2,1,2,1,19
6,-3,0,3,0,3,0,19
6,-1,1,0,0,-3,1,19
1,4,0,-1,0,-1,0,19
3,-2,0,3,1,3,1,19
10,3,1,-2,0,-2,0,19
6,-2,1,1,1,2,1,19
8,0,1,-2,0,-2,0,19
2,0,0,2,1,2,1,19
1,1,0,-1,1,-1,1,19
5,-2,1,0,0,-1,0,19
8,1,1,-2,0,-2,0,19
10,2,1,1,1,1,1,19
3,1,0,-2,1,1,1,19
6,-1,0,0,1,-2,1,19
8,0,0,1,1,-2,0,19
3,2,1,-1,1,-4,0,19
10,3,1,-2,1,1,1,18
6,-3,1,2,0,2,0,18
3,1,0,1,0,-2,0,18
8,-2,1,3,0,3,0,18
7,1,0,-2,1,-2,1,18
4,1,0,-2,1,-4,0,18
1,3,0,0,0,1,0,18
4,0,1,0,0,-2,0,18
8,-2,0,0,1,0,1,18
5,-4,1,0,0,4,0,18
5,-2,0,2,0,2,0,18
10,4,0,-2,0,-2,0,18
8,-1,0,0,1,0,1,18
1,0,0,1,1,3,0,18
8,0,0,0,1,-1,0,18
10,1,1,0,0,1,0,18
2,2,1,0,0,1,0,18
6,-4,1,3,0,3,0,18
7,-3,0,4,0,4,1,18
1,1,0,2,0,2,0,18
5,-2,0,1,0,1,0,18
2,0,1,1,1,1,1,17
7,1,1,0,0,-3,1,17
6,-3,1,0,0,3,0,17
8,0,0,-1,0,0,1,17
1,3,1,-3,1,-3,1,17
6,0,0,-4,0,-3,0,17
3,1,0,-3,1,-2,1,17
1,2,1,0,0,-1,0,17
6,-4,1,0,1,0,1,17
3,0,1,0,0,-1,1,17
1,4,0,-3,0,-3,0,17
7,0,1,0,0,1,0,17
7,-3,1,0,0,3,1,17
2,0,0,-1,0,-1,0,17
5,-3,0,-1,1,-1,1,17
5,-4,0,0,1,0,1,17
2,0,0,2,0,-1,1,17
7,1,0,-4,1,-1,0,17
5,0,0,-4,0,-3,1,17
2,-1,0,3,1,3,1,17
2,-1,1,3,1,3,1,17
8,-2,0,2,1,2,1,17
6,0,0,-4,1,-3,1,17
2,-1,1,0,1,0,1,16
5,0,0,0,0,-1,0,16
7,-3,0,0,0,3,1,16
5,-2,1,-1,1,2,1,16
2,2,1,-1,0,-2,0,16
3,2,1,0,0,0,1,16
8,-1,1,0,0,0,1,16
7,-2,1,0,0,0,1,16
3,-1,0,1,0,1,1,16
7,-1,0,0,0,0,1,16
5,0,1,-3,1,-3,1,16
6,-4,0,0,0,4,0,16
6,0,1,-3,0,-3,0,16
3,1,1,-2,0,-2,0,16
9,0,0,2,0,2,0,16
1,4,1,-2,1,-2,1,16
7,0,1,0,0,1,1,16
7,-1,0,0,1,0,1,16
5,0,1,-2,1,-2,1,16
3,0,0,0,1,0,0,16
10,3,1,-3,1,-2,1,16
6,-4,1,1,0,1,0,16
6,-4,0,1,1,1,1,16
6,-1,1,0,0,1,0,16
2,0,0,3,1,0,1,16
6,-1,0,-2,0,-2,0,16
7,-1,1,0,1,0,1,16
8,2,1,0,0,-2,1,16
10,2,0,0,1,0,1,16
3,-2,0,2,1,2,1,16
4,0,0,1,1,0,1,16
7,1,1,0,1,0,1,16
8,1,0,-1,0,-2,0,16
6,-1,1,0,0,1,1,16
3,0,1,-1,1,2,1,16
5,-2,1,0,0,-1,1,16
5,-2,1,2,0,2,1,16
5,-2,1,0,0,0,1,15
1,3,1,-2,0,-2,0,15
3,1,0,0,0,-1,0,15
5,-1,0,0,0,-3,1,15
3,0,1,0,0,-1,0,15
3,0,0,2,0,1,0,15
8,1,0,-3,1,0,0,15
3,2,0,0,0,-3,0,15
5,-1,1,1,1,1,1,15
7,1,1,-2,1,-4,0,15
6,-1,0,-1,0,-2,1,15
3,-2,0,1,0,1,0,15
5,-4,0,1,0,1,0,15
7,-2,1,2,0,2,0,15
6,-4,0,0,0,0,1,15
10,3,0,0,0,-3,0,15
3,0,1,2,0,2,1,15
8,0,0,2,1,0,1,15
1,3,0,1,0,-1,0,15
8,2,1,-1,0,-1,0,15
2,1,1,0,1,0,1,15
4,-3,1,0,0,3,1,15
4,-1,1,0,1,0,1,15
3,0,1,0,0,0,1,15
3,-1,0,0,0,0,1,15
8,0,0,-2,0,2,0,15
4,0,1,0,0,1,0,15
5,-2,0,0,1,0,1,15
6,-1,0,-1,1,-1,1,15
3,0,0,2,0,0,1,15
8,1,0,-1,1,-1,1,15
3,0,0,0,1,1,0,15
2,1,1,0,0,-1,0,15
5,0,0,-3,1,-2,1,15
5,-1,0,0,0,1,0,15
7,-2,1,3,0,3,0,14
10,1,1,2,0,2,0,14
1,0,0,2,0,2,1,14
10,2,1,0,1,0,1,14
8,-2,1,0,0,1,1,14
2,2,1,-3,1,0,0,14
10,2,0,0,0,2,0,14
3,0,0,2,0,-2,1,14
5,0,0,-1,0,-2,0,14
6,0,0,-4,0,-4,1,14
10,3,1,1,0,-2,0,14
2,1,0,0,1,0,1,14
7,1,1,0,0,-3,0,14
4,1,0,-4,1,-4,1,14
1,0,1,3,0,3,0,14
8,1,1,-3,1,0,1,14
9,2,0,1,1,1,1,14
4,-1,0,2,0,2,0,14
10,2,1,2,0,2,0,14
10,1,1,0,0,0,1,14
9,3,0,-2,1,-2,1,14
10,0,0,1,0,4,0,14
7,-3,0,0,1,0,0,14
7,-3,1,0,0,2,0,14
3,-2,0,3,0,3,0,14
10,4,0,-4,1,-1,0,14
5,-3,1,0,1,0,1,14
4,-3,1,2,0,2,1,14
4,-1,0,0,1,0,1,14
2,2,0,-2,1,1,1,14
1,0,0,3,0,0,0,14
3,2,0,0,0,-3,1,14
8,0,0,-2,0,1,1,14
6,-2,0,1,0,-1,1,14
7,-1,0,1,1,0,1,14
1,0,0,2,0,1,1,14
8,1,0,0,0,-3,0,14
8,0,1,2,0,2,0,14
2,1,0,2,0,2,0,14
10,3,0,-1,0,-2,0,14
1,3,0,-2,1,1,1,14
2,2,1,1,1,1,1,14
10,3,1,0,0,-1,0,13
1,1,0,3,0,3,0,13
3,1,0,-2,0,-2,0,13
2,2,0,1,0,-1,0,13
10,0,1,0,0,3,1,13
10,3,0,1,1,1,1,13
4,-3,1,0,0,1,0,13
9,0,0,1,0,1,0,13
6,-2,0,1,0,2,1,13
5,-2,0,-2,1,-2,0,13
2,-1,0,0,1,0,1,13
4,-1,1,2,1,-1,0,13
6,-2,0,1,1,0,1,13
10,2,0,2,1,-1,0,13
4,-2,0,0,1,0,1,13
2,1,1,0,0,0,1,13
7,-3,1,2,1,2,1,13
10,3,0,0,0,-1,1,13
2,3,0,-1,0,-1,0,13
2,-1,1,0,0,0,1,13
8,0,1,0,0,0,1,13
6,-1,0,-1,0,-2,0,13
4,-3,0,0,0,2,0,13
10,3,0,-3,1,0,0,13
3,2,0,-2,1,-4,0,13
7,-3,0,4,0,2,1,13
1,3,1,0,0,1,0,13
4,-3,0,0,0,3,1,13
10,0,0,3,1,0,1,13
1,1,1,3,0,3,0,13
1,3,1,0,1,-2,1,13
4,0,0,1,1,1,0,13
3,-2,1,3,1,3,1,13
7,-2,0,3,0,3,0,13
5,-1,1,-3,1,-3,1,13
1,3,1,0,0,-1,0,12
3,-2,1,0,0,3,0,12
8,-1,0,3,0,-1,1,12
4,1,0,0,0,-4,1,12
1,2,1,0,0,0,1,12
8,-2,1,2,1,2,1,12
1,1,1,1,0,1,0,12
5,-1,0,0,0,-2,0,12
9,1,1,0,0,0,0,12
1,4,1,-4,1,-1,0,12
1,0,0,4,1,4,1,12
7,1,1,0,0,-4,1,12
2,2,0,1,0,-2,0,12
3,2,0,-1,0,-1,0,12
6,0,0,0,0,-1,1,12
5,-3,1,3,0,3,0,12
2,0,0,0,0,-1,0,12
4,0,1,-3,1,0,0,12
2,3,1,0,1,-4,0,12
10,0,0,4,1,4,1,12
2,1,1,2,0,2,1,12
7,-3,0,3,1,3,1,12
10,2,0,0,0,-2,1,12
2,2,1,-1,1,-1,1,12
3,0,1,-2,0,-2,0,12
1,3,1,0,0,-2,0,12
4,-3,1,4,0,4,1,12
1,4,0,0,0,-3,0,11
5,-2,0,1,1,2,1,11
8,1,0,-3,0,0,1,11
1,4,0,-4,1,-4,1,11
4,1,0,0,0,-2,1,11
4,0,1,-1,1,-1,1,11
2,1,1,-1,1,2,1,11
4,-3,0,2,1,2,1,11
2,1,1,0,0,-1,1,11
1,3,1,1,1,1,1,11
8,1,0,0,0,-1,1,11
1,2,1,0,1,0,1,11
4,-1,1,0,0,2,0,11
4,1,0,0,1,0,1,11
10,3,0,-3,0,0,1,11
5,-1,0,-3,1,0,1,11
2,2,1,0,0,-1,1,11
6,-3,0,0,1,0,1,11
3,2,0,0,0,-4,1,11
7,0,1,1,0,-1,0,11
10,0,1,0,0,1,1,11
6,-1,1,-3,0,-2,1,11
6,-1,0,0,0,-1,1,11
8,2,1,-4,1,-4,1,11
5,0,0,-3,0,0,1,11
4,0,1,-1,0,-2,0,11
5,-1,0,0,0,1,1,11
7,-1,0,1,0,-1,1,11
10,3,0,-1,1,-1,0,11
4,1,1,-2,1,-2,1,11
2,-1,1,0,0,4,0,11
3,-2,0,0,1,0,1,11
10,1,0,1,1,1,1,11
8,-2,1,0,0,3,1,11
4,0,0,1,0,-1,1,11
10,4,1,-1,0,-1,0,11
1,0,1,0,0,1,0,11
8,-1,0,0,0,2,0,10
2,-1,0,2,1,2,1,10
7,-3,0,4,0,2,0,10
4,0,0,-1,1,-1,1,10
1,3,0,-2,0,-2,0,10
4,1,1,-4,1,-1,0,10
4,-1,1,0,0,-2,1,10
2,2,0,-3,1,-2,1,10
5,-2,1,-2,0,-2,0,10
9,1,0,2,1,2,1,10
8,-1,0,1,0,1,0,10
6,-1,0,0,0,-3,0,10
7,0,1,-3,1,-2,1,10
10,3,0,0,0,-2,1,10
2,0,0,0,0,2,0,10
8,2,0,-1,0,-3,0,10
9,0,1,0,1,0,1,10
6,0,0,-3,1,-2,1,10
9,3,0,-1,0,-1,0,10
2,0,0,-1,0,1,0,10
5,-4,1,0,0,1,0,10
10,0,0,3,1,4,0,10
9,2,0,-1,0,-1,0,10
8,1,0,1,1,-2,0,10
7,0,1,-2,1,1,1,10
1,0,1,2,0,2,1,10
5,-4,1,2,0,2,1,10
1,4,0,-2,1,-4,0,10
5,0,0,-1,0,-4,1,10
1,3,1,-1,0,-2,1,10
6,-1,1,-3,1,-2,1,10
6,-1,0,-3,1,0,0,10
2,2,1,-3,0,0,1,10
1,3,1,-1,1,-1,1,10
6,-1,1,-2,0,-2,0,10
7,-2,0,2,0,2,0,10
1,2,1,-2,0,-2,0,10
7,-1,0,1,0,2,1,10
8,2,0,0,0,-2,0,10
4,-3,1,4,0,2,1,10
9,2,1,0,0,0,0,10
9,-1,1,1,0,1,0,10
5,0,0,-4,1,-2,0,10
2,0,0,2,1,3,1,10
2,0,1,0,1,0,1,10
7,-3,1,0,0,1,1,10
10,2,0,0,0,-1,0,9
1,4,0,0,0,-4,1,9
2,2,0,0,0,-1,0,9
10,3,0,-1,0,0,1,9
4,0,1,0,0,-3,0,9
2,0,0,2,0,3,0,9
4,-3,1,0,1,0,0,9
7,0,0,0,1,1,1,9
5,-4,1,3,0,3,0,9
7,1,1,-1,0,-1,0,9
2,3,1,0,0,0,1,9
5,-4,1,4,1,4,1,9
1,0,0,3,1,1,1,9
10,2,1,-2,1,-2,0,9
9,2,0,0,1,0,1,9
6,-1,1,-2,1,1,1,9
6,-4,0,3,1,3,1,9
1,1,1,2,0,2,0,9
3,1,1,0,0,1,0,9
5,-1,1,0,0,-1,0,9
8,2,0,0,0,-4,0,9
2,3,1,-1,1,-4,0,9
6,-4,0,0,0,1,0,9
7,0,0,-2,1,0,0,9
10,3,0,-3,0,1,0,9
1,1,1,0,0,2,0,9
10,3,0,1,0,0,1,9
8,1,1,0,0,-3,1,9
10,3,0,0,0,1,1,9
3,-1,0,2,0,2,0,9
6,0,1,-1,0,-1,0,9
5,-4,0,3,1,3,1,9
7,0,1,1,0,-2,0,9
8,-1,1,-1,1,-1,1,9
3,1,1,0,0,-2,0,9
1,3,0,-3,1,-2,1,9
5,-4,1,0,0,3,1,9
10,1,0,0,1,0,1,9
4,-2,1,0,1,0,1,9
4,-3,1,4,0,2,0,9
6,-4,0,2,0,2,1,9
4,0,1,-3,0,0,1,9
7,0,1,0,0,-1,0,9
6,-1,0,-3,0,0,1,9
3,0,1,1,0,-1,1,9
5,0,0,-2,0,-4,1,9
2,3,1,-2,1,-2,1,9
6,-3,1,0,0,0,1,9
10,3,0,-2,1,-2,0,9
5,-1,1,0,1,-2,1,8
7,0,0,0,1,1,0,8
8,1,0,-3,0,1,0,8
3,-2,1,4,1,4,1,8
1,1,0,0,0,1,0,8
6,-2,0,0,1,0,1,8
7,-1,1,2,0,2,0,8
8,0,1,-1,1,-1,1,8
6,-1,1,1,0,-1,0,8
5,0,0,-2,0,-2,1,8
9,2,1,-3,1,0,1,8
8,1,1,0,0,1,0,8
5,0,0,-3,1,-1,1,8
5,-3,1,3,0,-1,1,8
5,-3,0,2,0,2,0,8
4,-2,1,3,0,3,0,8
5,-4,0,2,1,2,1,8
10,4,0,0,0,-4,0,8
10,2,0,2,0,2,1,8
1,0,1,0,0,3,1,8
5,-1,0,1,0,-2,0,8
8,2,1,0,0,-2,0,8
6,0,1,-4,1,-4,1,8
4,0,1,1,1,1,1,8
5,-2,1,1,1,0,1,8
10,3,0,-3,1,-1,0,8
1,2,1,1,1,0,1,8
5,-4,1,4,0,4,1,8
4,1,0,0,0,-2,0,8
8,2,0,-2,1,-2,1,8
4,0,0,0,1,-1,1,8
4,0,1,0,0,-1,1,8
3,2,1,-4,1,-1,0,8
2,3,0,0,1,0,1,8
10,0,0,2,1,1,0,8
1,3,0,1,0,-2,0,8
4,-2,0,2,0,2,0,8
6,-1,1,0,0,-1,0,8
5,-1,1,-2,0,-2,0,8
2,3,0,-4,1,-4,1,8
9,0,0,1,1,1,1,8
1,1,0,-1,0,-1,0,8
5,-3,1,1,0,1,0,8
9,1,0,-1,0,-1,0,8
3,0,1,1,1,0,1,8
5,-2,1,1,0,-1,1,8
3,1,1,1,1,1,1,8
7,-3,1,1,0,1,1,8
1,1,0,0,0,0,1,8
1,2,1,1,0,-1,1,8
10,3,0,-2,1,1,0,8
7,-1,1,0,0,0,1,8
10,0,1,1,0,1,1,8
5,0,0,0,1,0,1,8
1,3,0,0,0,-1,0,8
2,1,1,1,1,0,1,8
10,2,0,-1,1,2,1,8
6,-1,1,1,0,-2,0,8
7,-3,0,1,0,1,0,8
10,3,0,-3,0,-1,1,7
10,2,0,0,0,-1,1,7
1,0,1,4,0,4,1,7
6,-1,0,-1,0,0,1,7
10,2,1,-1,1,-1,1,7
2,1,0,-1,1,-1,1,7
5,-1,1,0,0,1,0,7
7,0,0,-2,1,1,1,7
6,-3,1,0,0,1,0,7
1,0,0,4,1,3,1,7
9,3,0,-4,0,-4,0,7
6,-4,0,0,0,3,1,7
2,0,1,3,0,3,0,7
10,2,1,1,1,2,1,7
3,0,1,1,0,2,1,7
1,1,1,3,0,-1,1,7
4,-1,1,0,0,0,1,7
3,1,1,-1,0,-2,0,7
8,1,0,-1,0,0,1,7
5,-1,0,-2,1,1,1,7
1,4,0,0,1,0,1,7
6,-4,0,4,0,4,1,7
1,1,0,1,0,1,1,7
3,-1,1,0,1,0,1,7
8,-2,1,4,0,1,0,7
7,-2,0,0,0,2,0,7
8,0,1,0,0,-1,1,7
9,3,1,-2,1,-2,1,7
8,2,1,-3,1,0,0,7
10,4,0,-1,0,-4,0,7
6,0,0,-2,0,-4,1,7
10,0,1,4,0,1,0,7
7,-2,0,3,0,-1,1,7
5,-3,1,0,0,2,0,7
6,-2,1,-1,1,-1,1,7
5,-2,1,1,0,2,1,7
6,0,1,0,1,0,1,7
5,-1,0,-3,1,-2,1,7
10,1,1,0,1,0,1,7
4,1,0,-3,1,0,0,7
2,1,1,1,0,-1,1,7
9,3,0,0,1,0,1,7
10,2,0,-2,0,-2,0,7
5,-1,0,0,0,-1,0,7
1,2,1,1,0,2,1,7
6,-3,0,2,0,2,0,7
6,0,0,-3,0,-3,0,7
6,-4,1,2,1,2,1,7
5,-4,1,3,1,3,1,7
4,0,1,-3,0,1,0,7
6,-3,1,0,1,0,1,7
10,0,0,3,0,1,1,7
1,0,1,4,0,2,0,7
7,1,0,-3,1,-3,1,7
8,1,1,0,0,-2,0,7
8,-1,1,0,1,0,1,7
6,0,0,-1,1,-4,1,7
2,-1,1,0,0,1,0,7
5,-1,1,0,0,-2,0,6
9,3,1,-4,0,-4,0,6
1,0,1,0,1,0,0,6
9,3,1,-1,0,-1,0,6
4,-1,1,0,0,-1,0,6
8,-2,0,3,1,3,1,6
5,-1,0,1,0,-1,0,6
10,3,0,-2,0,1,0,6
8,1,1,0,0,1,1,6
5,-1,1,-1,0,-2,1,6
1,0,1,4,0,2,1,6
6,-1,0,0,0,-2,1,6
2,3,1,-3,0,-3,0,6
1,2,0,2,0,2,0,6
5,-3,0,0,1,0,1,6
4,-2,1,-1,1,-1,1,6
8,2,1,-3,1,0,1,6
1,3,1,0,0,-3,0,6
10,0,0,0,1,3,0,6
5,-1,0,-3,0,-2,1,6
6,-1,0,-3,0,1,0,6
4,-3,0,0,0,1,1,6
5,-3,1,3,1,3,1,6
5,-1,0,-1,1,-1,1,6
2,0,1,0,0,2,0,6
9,-1,0,4,0,4,0,6
5,-4,1,4,0,2,1,6
8,-1,1,2,0,2,0,6
9,-1,1,4,0,4,0,6
3,1,1,-3,0,0,1,6
10,0,0,0,0,2,1,6
6,-1,0,0,0,1,1,6
9,0,1,1,1,1,1,6
5,-4,1,0,1,0,0,6
6,-4,0,4,0,2,1,6
6,-3,0,1,1,1,1,6
3,-1,1,3,0,3,0,6
2,-1,1,2,0,2,1,6
3,-1,1,-1,1,-1,1,6
6,-1,0,-2,1,-2,0,6
6,-1,0,1,0,0,1,6
9,0,1,1,0,1,0,6
2,-1,0,0,0,2,0,6
2,1,1,1,0,2,1,6
1,3,1,-1,0,-2,0,6
5,-1,1,-1,0,-2,0,6
9,0,0,-1,1,-1,1,6
3,1,1,0,0,-3,0,6
6,-2,1,2,0,2,0,6
6,-3,0,0,0,2,0,6
6,-4,1,0,0,2,0,6
6,-3,1,1,0,1,1,6
4,0,0,0,0,-2,1,6
8,1,0,-2,1,-2,0,6
9,1,0,1,1,1,1,6
8,1,0,0,0,1,1,6
9,-1,0,2,1,2,1,6
3,1,1,0,0,-1,1,6
1,1,0,0,1,0,1,5
5,-4,1,4,0,2,0,5
8,0,0,2,1,-2,0,5
10,0,1,4,1,4,1,5
2,0,0,3,1,-1,1,5
8,1,0,0,0,-2,1,5
6,-3,1,2,1,2,1,5
10,1,0,2,1,2,1,5
10,1,1,0,0,-1,1,5
4,-1,1,-1,1,2,1,5
6,-1,0,-1,1,-1,0,5
7,-3,1,4,0,1,0,5
6,-4,1,0,0,3,1,5
8,-2,1,0,1,3,1,5
9,2,0,1,1,-2,0,5
3,1,1,-3,1,0,0,5
9,3,0,-1,1,-1,1,5
10,3,0,1,1,-2,0,5
10,0,0,4,1,1,1,5
1,3,1,-1,0,0,1,5
9,1,0,-2,1,-2,1,5
10,1,0,3,0,3,0,5
7,-2,1,0,0,2,1,5
10,2,0,1,1,0,1,5
8,-1,0,2,0,2,0,5
4,-3,0,0,1,3,1,5
1,4,0,0,0,-2,1,5
9,-1,0,3,0,3,0,5
6,-4,0,0,1,0,0,5
8,-1,0,-1,1,-1,1,5
8,-2,0,1,1,1,1,5
2,-1,1,0,0,3,1,5
10,1,1,2,1,2,1,5
5,-2,0,-1,1,-1,1,5
2,2,1,1,1,-2,0,5
5,-1,1,-3,1,0,0,5
9,3,0,0,0,-4,1,5
6,-3,0,3,0,-1,1,5
2,3,1,-3,1,-3,1,5
2,0,1,3,0,-1,1,5
9,0,0,1,1,1,0,5
8,1,0,-1,1,-1,0,5
2,3,0,0,0,-2,1,5
1,3,1,0,0,-1,1,5
4,1,0,-3,1,0,1,5
6,-3,0,-1,1,-1,1,5
4,-1,1,2,0,2,1,5
4,-1,1,0,0,-1,1,5
6,-1,0,-3,0,-1,1,5
4,0,0,1,1,-3,0,5
4,0,0,-2,1,-1,1,5
8,0,1,0,0,2,1,5
4,-3,0,4,0,2,1,5
9,0,0,0,1,1,1,5
10,3,1,0,0,-3,0,5
3,2,1,-2,1,-1,1,5
5,0,1,-2,1,-1,1,5
9,1,0,0,1,0,1,5
10,2,0,0,0,0,1,5
3,-2,1,1,1,1,1,5
8,-2,1,1,0,1,1,5
4,-3,0,0,0,3,0,5
6,-1,0,-3,1,-1,0,5
8,2,0,-3,0,-3,0,5
9,1,0,0,0,2,0,5
8,-2,1,4,0,2,1,5
6,-1,0,-2,1,1,0,5
9,2,1,-3,0,-3,0,5
4,1,1,-3,1,-3,1,5
10,4,0,0,0,-2,0,5
6,-1,0,-2,0,1,0,5
8,1,1,-3,0,-2,1,5
4,0,1,-1,0,0,1,5
3,-2,1,0,0,4,0,5
9,1,0,1,0,1,0,4
3,-1,0,0,1,0,1,4
10,0,0,0,0,4,1,4
8,1,1,-2,1,1,1,4
2,1,0,0,0,0,1,4
7,-2,0,1,0,1,0,4
5,-2,0,0,0,0,1,4
1,4,1,-2,1,-1,1,4
2,-1,1,1,0,1,0,4
10,0,0,3,0,4,0,4
1,3,1,-3,1,0,0,4
9,0,0,-1,0,-1,0,4
6,0,0,-1,1,0,0,4
9,-1,0,1,0,1,0,4
8,1,0,1,0,0,1,4
6,-4,0,4,0,2,0,4
9,2,0,0,0,-1,0,4
7,1,0,0,0,-3,0,4
7,1,1,0,0,-2,1,4
10,0,1,0,0,0,1,4
4,-3,0,4,0,1,0,4
10,4,0,-1,0,-3,0,4
3,0,0,-2,0,1,1,4
2,2,1,0,0,-3,0,4
9,2,0,-2,0,-2,0,4
7,-3,1,0,1,3,1,4
1,3,1,0,0,1,1,4
10,1,0,2,0,2,0,4
3,2,1,-3,1,-3,1,4
4,-3,1,1,0,1,0,4
4,-3,0,1,0,1,1,4
1,3,1,-3,0,0,1,4
9,3,1,-2,0,-2,0,4
4,0,0,-1,0,-1,0,4
1,4,1,-3,1,-3,1,4
5,-4,0,0,0,2,0,4
4,-1,0,0,0,0,1,4
5,-1,1,0,0,-3,0,4
9,-1,1,3,0,3,0,4
2,-1,1,4,0,4,1,4
8,-1,1,2,1,2,1,4
9,3,0,-4,1,-4,1,4
6,0,0,-4,0,0,0,4
9,1,0,-1,1,-1,1,4
4,-2,1,3,0,-1,1,4
10,0,1,0,0,3,0,4
8,0,1,0,1,2,1,4
10,4,0,-3,1,-3,1,4
9,2,0,0,1,-2,1,4
8,-2,0,0,0,0,1,4
8,1,1,0,0,-1,0,4
8,2,0,-3,1,-3,1,4
6,0,1,0,0,-2,1,4
9,1,1,-2,1,-2,1,4
1,2,0,-1,1,-1,1,4
9,-1,0,2,0,2,0,4
1,3,1,-2,0,1,0,4
4,-1,1,1,0,-1,1,4
9,0,0,0,0,3,0,4
8,1,0,-2,0,1,0,4
10,4,1,0,0,-2,1,4
3,-2,1,0,0,0,1,4
7,-1,1,-1,1,-1,1,4
9,3,0,-2,0,-2,0,4
8,1,1,1,0,-1,0,4
9,3,1,0,0,-3,0,4
6,-1,0,1,1,1,1,4
