1533539.598669,-6620.295898,-6559.097168,-6458.804688,-6519.176758,-140045.593750,-137606.750000,-129129.601562,-140095.015625
1533539.604915,-6654.762695,-6671.414551,-6498.345215,-6519.444824,-140167.468750,-137670.234375,-129502.296875,-140229.593750
1533539.605080,-6641.530273,-6688.401855,-6492.041992,-6517.366211,-140198.562500,-137660.750000,-129678.093750,-140254.406250
1533539.612085,-6603.755859,-6575.391602,-6450.244141,-6516.360352,-140078.312500,-137593.781250,-129322.968750,-140120.375000
1533539.612315,-6611.064941,-6544.232910,-6450.154785,-6516.494629,-140031.640625,-137594.515625,-129104.281250,-140078.468750
1533539.620125,-6648.682617,-6650.471191,-6490.879395,-6517.187500,-140143.515625,-137659.609375,-129424.890625,-140204.375000
1533539.628025,-6649.733398,-6700.203613,-6499.887207,-6519.958984,-140209.234375,-137671.687500,-129692.757812,-140267.390625
1533539.628250,-6613.098633,-6600.157227,-6461.308105,-6521.210938,-140106.015625,-137608.171875,-129404.687500,-140149.421875
1533539.635279,-6609.611816,-6540.724121,-6449.528809,-6520.271973,-140029.968750,-137590.875000,-129104.703125,-140074.406250
1533539.635489,-6646.089844,-6631.785156,-6486.967773,-6520.003906,-140122.265625,-137651.468750,-129348.828125,-140181.203125
1533539.642462,-6652.907227,-6702.773926,-6502.278809,-6519.020508,-140209.906250,-137676.000000,-129682.562500,-140269.875000
1533539.642558,-6616.809082,-6619.804199,-6466.381836,-6518.796875,-140127.890625,-137617.437500,-129479.562500,-140173.359375
1533539.649954,-6605.767578,-6539.181641,-6447.002930,-6520.115723,-140030.796875,-137586.250000,-129121.695312,-140073.328125
1533539.650070,-6640.345703,-6610.774414,-6480.240234,-6520.473145,-140099.109375,-137640.140625,-129275.203125,-140155.828125
1533539.658162,-6658.271973,-6703.601074,-6506.548340,-6521.725098,-140208.265625,-137681.062500,-129657.351562,-140269.640625
1533539.658384,-6626.688965,-6644.704102,-6477.356934,-6521.948242,-140154.781250,-137633.125000,-129554.601562,-140202.687500
1533539.665146,-6603.398438,-6542.735352,-6446.332520,-6520.026367,-140037.406250,-137584.796875,-129157.296875,-140078.812500
1533539.665324,-6631.561523,-6587.863770,-6471.143066,-6519.020508,-140074.968750,-137626.109375,-129207.679688,-140129.093750
1533539.672634,-6655.477539,-6692.604004,-6502.479980,-6518.037109,-140194.406250,-137676.671875,-129608.710938,-140256.687500
1533539.672768,-6629.259277,-6660.730469,-6480.620117,-6517.187500,-140171.593750,-137641.312500,-129611.976562,-140222.578125
1533539.679502,-6601.073730,-6550.379883,-6445.706543,-6518.059082,-140048.046875,-137584.890625,-129208.484375,-140089.015625
1533539.687453,-6623.537109,-6568.887207,-6462.872559,-6518.126465,-140055.187500,-137613.343750,-129155.664062,-140106.484375
1533539.687545,-6652.817871,-6679.014160,-6498.345215,-6516.181641,-140177.515625,-137671.343750,-129548.070312,-140239.656250
1533539.694678,-6637.551758,-6679.684570,-6489.158691,-6518.349609,-140190.656250,-137654.718750,-129659.765625,-140244.140625
1533539.694923,-6603.129883,-6565.154297,-6449.416992,-6518.439453,-140066.109375,-137590.546875,-129275.203125,-140107.015625
1533539.702066,-6616.719727,-6553.844238,-6456.211914,-6518.170898,-140040.609375,-137602.687500,-129120.867188,-140088.828125
1533539.702199,-6652.281250,-6665.044434,-6496.244141,-6518.193359,-140160.437500,-137667.140625,-129480.953125,-140221.796875
1533539.710327,-6645.419434,-6694.570801,-6496.802734,-6519.601562,-140204.796875,-137666.515625,-129689.828125,-140261.000000
1533539.710579,-6610.438965,-6587.640137,-6458.469727,-6522.060059,-140091.593750,-137602.843750,-129355.578125,-140133.640625
1533539.718355,-6614.506836,-6547.697754,-6454.781250,-6521.769531,-140035.468750,-137598.093750,-129110.757812,-140081.312500
1533539.718545,-6647.945312,-6646.157227,-6490.656250,-6518.081543,-140138.265625,-137658.406250,-129407.031250,-140198.296875
1533539.724887,-6650.135742,-6702.662109,-6501.049805,-6518.796875,-140211.078125,-137674.250000,-129698.945312,-140269.640625
1533539.724929,-6612.405762,-6606.214355,-6461.844727,-6518.416992,-140112.609375,-137610.687500,-129434.664062,-140156.437500
1533539.732785,-6606.594727,-6539.718262,-6447.673828,-6518.349609,-140029.343750,-137589.000000,-129114.046875,-140073.000000
1533539.732825,-6643.743164,-6626.822754,-6485.135254,-6519.132324,-140116.218750,-137649.390625,-129334.101562,-140174.468750
1533539.740031,-6655.410645,-6707.154785,-6505.318848,-6519.847168,-140213.000000,-137680.875000,-129689.109375,-140273.640625
1533539.747807,-6620.832520,-6631.516602,-6471.522949,-6520.093262,-140139.609375,-137625.640625,-129517.007812,-140186.046875
1533539.747951,-6604.895996,-6542.489746,-6447.382812,-6519.534668,-140034.062500,-137587.703125,-129142.343750,-140076.453125
1533539.754424,-6635.763672,-6604.538086,-6476.440430,-6517.768555,-140091.500000,-137636.250000,-129263.109375,-140147.421875
1533539.754563,-6656.014160,-6702.908203,-6504.827148,-6518.215820,-140205.703125,-137681.359375,-129657.015625,-140267.437500
