1369443.937428,7,2
1369445.030956,0,3
1369446.134320,4,3
1369447.229197,9,2
1369448.295078,3,2
1369449.449697,5,1
1369450.533466,1,1
1369451.611244,400,1
1369452.682389,400,3
1369453.784690,2,2
1369454.870968,6,2
1369455.965179,8,4
1369457.032862,100,4
1369463.140207,4,2
1369464.249501,9,2
1369465.332553,6,2
1369466.407830,7,1
1369467.471319,5,2
1369468.534235,2,2
1369469.603935,3,4
1369470.700363,8,2
1369471.789048,0,1
1369472.864781,1,3
1369473.947846,400,1
1369475.011763,400,4
1369476.063412,100,4
1369482.160196,4,2
1369483.225909,400,2
1369484.321325,5,3
1369485.432559,400,1
1369486.491065,2,1
1369487.552007,7,3
1369488.627003,0,4
1369489.695396,8,1
1369490.762499,1,2
1369491.846374,6,1
1369492.907524,3,3
1369493.988251,9,1
1369495.047500,100,4
1369501.156504,1,2
1369502.211253,4,4
1369503.294591,5,2
1369504.376856,8,2
1369505.439417,9,2
1369506.514925,400,2
1369507.575813,400,1
1369508.654729,0,1
1369509.713719,3,2
1369510.790507,2,2
1369511.859787,6,3
1369512.932378,7,2
1369513.996014,100,4
1369520.099280,1,1
1369521.151183,3,2
1369522.234049,0,1
1369523.298448,7,1
1369524.366287,8,1
1369525.454720,5,4
1369526.522250,2,2
1369527.611298,6,1
1369528.677669,400,1
1369529.738716,4,4
1369530.801667,9,3
1369531.886922,400,3
1369532.935304,100,4
1369539.065533,0,2
1369540.130296,5,4
1369541.186494,4,2
1369542.261210,400,4
1369543.338770,2,2
1369544.434111,6,1
1369545.509603,1,4
1369546.545510,9,3
1369547.617409,3,1
1369548.688083,8,1
1369549.784774,7,3
1369550.857593,400,1
1369551.912832,100,4
1369558.030556,1,1
1369559.106875,8,4
1369560.199994,4,2
1369561.278560,7,1
1369562.363744,9,1
1369563.414911,0,4
1369564.486513,3,1
1369565.568841,400,3
1369566.645915,5,1
1369567.704517,6,4
1369568.778451,400,4
1369569.836963,2,3
1369570.880296,100,4
1369576.994587,4,1
1369578.065229,0,3
1369579.125377,9,1
1369580.197130,5,3
1369581.286648,8,3
1369582.365979,400,3
1369583.476137,400,3
1369584.548569,6,1
1369585.606543,7,2
1369586.676428,1,3
1369587.769289,3,3
1369588.834079,2,1
1369589.892466,100,4
1369595.994748,8,1
1369597.048401,7,2
1369598.085080,0,2
1369599.162106,5,4
1369600.243528,400,2
1369601.346470,4,4
1369602.406139,6,3
1369603.482819,3,4
1369604.567039,2,4
1369605.632750,1,2
1369606.723081,9,4
1369607.803655,400,3
1369608.843307,100,4
1369614.967969,8,4
1369616.028012,3,3
1369617.082880,6,1
1369618.151173,5,2
1369619.210085,2,4
1369620.324317,4,3
1369621.383528,7,1
1369622.459331,400,4
1369623.534167,400,3
1369624.599600,0,4
1369625.665542,1,2
1369626.748845,9,2
1369627.804211,100,4
1369633.932951,9,4
1369635.001695,4,3
1369636.092764,5,3
1369637.150433,1,2
1369638.219807,3,1
1369639.288923,400,3
1369640.346311,8,3
1369641.411504,6,1
1369642.500442,7,1
1369643.575404,400,2
1369644.637314,2,1
1369645.702763,0,2
1369646.751186,100,4
1369652.856748,6,2
1369653.950470,1,4
1369655.055048,3,4
1369656.122320,0,4
1369657.184275,8,2
1369658.281861,5,2
1369659.342438,4,3
1369660.406389,9,3
1369661.472682,2,4
1369662.545013,7,4
1369663.648186,400,4
1369664.723680,400,4
1369665.795695,100,4
1369671.890998,7,4
1369672.982086,6,2
1369674.039706,3,3
1369675.112909,2,2
1369676.192701,5,2
1369677.263381,400,2
1369678.335191,9,3
1369679.393186,8,4
1369680.475668,4,3
1369681.539109,400,2
1369682.605286,0,2
1369683.664505,1,2
1369684.731773,100,4
1369690.811065,7,2
1369691.878594,4,3
