1370823.426466,0,2
1370824.466987,100,1
1370826.179841,1,2
1370827.254899,100,3
1370829.950062,9,2
1370831.027083,100,3
1370833.710824,7,2
1370834.769799,100,1
1370836.433254,8,2
1370837.501512,100,2
1370839.676974,3,2
1370840.719432,100,2
1370842.922373,2,2
1370843.978524,100,1
1370845.650019,4,2
1370846.708485,100,1
1370848.368433,5,2
1370849.428003,100,3
1370852.103112,6,2
1370853.155336,100,3
1370857.817367,3,2
1370858.880687,100,2
1370861.024672,0,2
1370862.066248,100,2
1370864.195451,9,2
1370865.266145,100,1
1370866.925606,1,2
1370868.010098,100,3
1370870.650817,7,2
1370871.692078,100,3
1370874.350978,8,2
1370875.404366,100,1
1370877.039140,6,2
1370878.112074,100,2
1370880.291340,5,2
1370881.337699,100,1
1370882.981194,2,2
1370884.021881,100,3
1370886.685034,4,2
1370887.753421,100,3
1370892.455295,5,2
1370893.501798,100,2
1370895.667189,9,2
1370896.733398,100,3
1370899.423323,3,2
1370900.478696,100,3
1370903.122949,4,2
1370904.185442,100,1
1370905.846150,7,2
1370906.902629,100,3
1370909.543879,6,2
1370910.607857,100,3
1370913.231100,2,2
1370914.273590,100,2
1370916.384265,1,2
1370917.436441,100,3
1370920.095325,8,2
1370921.163681,100,1
1370922.804958,0,2
1370923.841424,100,1
1370927.460076,5,2
1370928.528004,100,2
1370930.687066,0,2
1370931.766710,100,2
1370933.934147,8,2
1370934.972574,100,2
1370937.150792,4,2
1370938.202991,100,1
1370939.836185,2,2
1370940.908925,100,1
1370942.555697,6,2
1370943.598273,100,3
1370946.245707,7,2
1370947.307855,100,3
1370949.966366,1,2
1370951.061466,100,1
1370952.721524,3,2
1370953.777074,100,3
1370956.418107,9,2
1370957.483176,100,2
1370961.695171,4,2
1370962.749881,100,3
1370965.386008,6,2
1370966.453213,100,1
1370968.100460,5,2
1370969.150424,100,3
1370971.821674,2,2
1370972.876236,100,2
1370975.009705,8,2
1370976.070596,100,3
1370978.709466,7,2
1370979.756576,100,2
1370981.914376,1,2
1370982.969320,100,3
1370985.611881,3,2
1370986.650168,100,2
1370988.794687,9,2
1370989.839133,100,1
1370991.494091,0,2
1370992.554418,100,2
1370996.688080,8,2
1370997.750408,100,3
1371000.366233,9,2
1371001.423447,100,2
1371003.578431,4,2
1371004.636317,100,3
1371007.332310,7,2
1371008.375871,100,3
1371011.034830,3,2
1371012.086171,100,2
1371014.223009,6,2
1371015.296538,100,3
1371017.948763,1,2
1371019.000618,100,3
1371021.672956,0,2
1371022.743901,100,1
1371024.403254,2,2
1371025.458064,100,2
1371027.609866,5,2
1371028.663432,100,3
1371033.351529,4,2
1371034.415393,100,2
1371036.577367,1,2
1371037.626420,100,2
1371039.775182,2,2
1371040.862549,100,3
1371043.538320,9,2
1371044.623119,100,2
1371046.770075,3,2
1371047.835680,100,3
1371050.500129,7,2
1371051.550867,100,1
1371053.195320,0,2
1371054.243577,100,3
1371056.884420,6,2
1371057.968241,100,2
1371060.144534,8,2
1371061.195814,100,1
1371062.900770,5,2
1371063.980403,100,1
1371067.668999,4,2
1371068.752768,100,2
1371070.891984,0,2
1371071.949977,100,3
1371074.632826,8,2
1371075.679194,100,2
1371077.809585,7,2
1371078.867146,100,3
1371081.521406,9,2
1371082.570882,100,2
1371084.738118,6,2
1371085.818873,100,3
1371088.496595,3,2
1371089.550490,100,3
1371092.179213,2,2
1371093.244634,100,1
1371094.903303,5,2
1371095.979810,100,3
1371098.640715,1,2
1371099.706630,100,1
1371103.377042,9,2
1371104.430035,100,2
1371106.591318,1,2
1371107.668924,100,3
1371110.321072,8,2
1371111.387045,100,3
1371114.052451,7,2
1371115.098043,100,1
1371116.737964,0,2
1371117.799971,100,1
1371119.447929,5,2
1371120.507705,100,2
1371122.693484,6,2
1371123.767623,100,3
1371126.425458,3,2
1371127.492296,100,2
1371129.638517,4,2
1371130.693511,100,1
1371132.323440,2,2
1371133.385785,100,3
1371138.129363,2,2
1371139.189205,100,2
1371141.362908,9,2
1371142.414951,100,3
1371145.037837,0,2
1371146.093528,100,3
1371148.752450,4,2
1371149.813603,100,1
1371151.470416,5,2
1371152.538329,100,1
1371154.190499,6,2
1371155.264788,100,3
1371157.921628,3,2
1371158.979412,100,3
1371161.633538,8,2
1371162.685351,100,3
1371165.349757,7,2
1371166.406670,100,3
1371169.074143,1,2
1371170.128273,100,3
1371174.803517,6,2
1371175.876818,100,3
1371178.541274,0,2
1371179.617446,100,3
1371182.234330,8,2
1371183.292836,100,1
1371184.924876,1,2
1371185.973112,100,1
1371187.599832,2,2
1371188.655411,100,2
1371190.820556,9,2
1371191.870115,100,3
1371194.515674,4,2
1371195.582334,100,3
1371198.232235,5,2
1371199.303683,100,1
1371200.958292,3,2
1371202.020665,100,3
1371204.662563,7,2
1371205.714303,100,2
1371209.875653,5,2
1371210.937986,100,2
1371213.095613,8,2
1371214.148975,100,1
1371215.787496,6,2
1371216.857050,100,3
1371219.482102,3,2
1371220.532229,100,1
1371222.194886,4,2
1371223.253563,100,1
1371224.922221,9,2
1371225.972061,100,2
1371228.161162,1,2
1371229.209779,100,3
1371231.843853,0,2
